Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush application (product.metafields.shopify.brush-application),Chair features (product.metafields.shopify.chair-features),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Handle material (product.metafields.shopify.handle-material),Paint type (product.metafields.shopify.paint-type),Seat type (product.metafields.shopify.seat-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
Sarabella Queen Memory Foam Sleeper Wicker,Sarabella Queen Memory Foam Sleeper Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,220345.8128,shopify,deny,manual,1525.11,1753,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_10.png?v=1745165693,578,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Queen Memory Foam Sleeper Wicker,,,,,,,,,Medium,,,,,,,,,220725.9261,shopify,deny,manual,1527.72,1756,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_11.png?v=1745165694,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Wicker,,,,,,,,,Large,,,,,,,,,221106.0395,shopify,deny,manual,1530.33,1759,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_12.png?v=1745165707,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Wicker,Tulen Reclining Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,221486.1528,shopify,deny,manual,1532.94,1762,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_13.png?v=1745165707,581,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Reclining Wicker,,,,,,,,,Medium,,,,,,,,,221866.2662,shopify,deny,manual,1535.55,1765,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_14.png?v=1745165710,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Wicker,,,,,,,,,Large,,,,,,,,,222246.3796,shopify,deny,manual,1538.16,1768,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_15.png?v=1745165710,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Solana Power Reclining Wicker,Solana Power Reclining Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,222626.4929,shopify,deny,manual,1540.77,1771,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_16.png?v=1745165712,584,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC922,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mitchiner Reclining Wicker,Mitchiner Reclining Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,223006.6063,shopify,deny,manual,1543.38,1774,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_17.png?v=1745165708,585,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Sofa,Darcy Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,223386.7196,shopify,deny,manual,1545.99,1777,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_18.png?v=1745165713,586,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Sofa,,,,,,,,,Medium,,,,,,,,,223766.833,shopify,deny,manual,1548.6,1780,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_19.png?v=1745165711,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Darcy Sofa,,,,,,,,,Large,,,,,,,,,224146.9464,shopify,deny,manual,1551.21,1783,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_2.png?v=1745165691,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Sofa,Vail Fur Swivel Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,224527.0597,shopify,deny,manual,1553.82,1786,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_20.png?v=1745165713,589,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC911,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Vail Fur Swivel Sofa,,,,,,,,,Medium,,,,,,,,,224907.1731,shopify,deny,manual,1556.43,1789,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_21.png?v=1745165713,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Sofa,,,,,,,,,Large,,,,,,,,,225287.2864,shopify,deny,manual,1559.04,1792,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_22.png?v=1745165714,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Sofa,Lindyn Oversized Swivel Accent Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,225667.3998,shopify,deny,manual,1561.65,1795,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_23.png?v=1745165713,592,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC912,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lindyn Oversized Swivel Accent Sofa,,,,,,,,,Medium,,,,,,,,,226047.5132,shopify,deny,manual,1564.26,1798,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_24.png?v=1745165714,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Sofa,,,,,,,,,Large,,,,,,,,,226427.6265,shopify,deny,manual,1566.87,1801,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_25.png?v=1745165711,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Sofa,Mahoney Chaise Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,226807.7399,shopify,deny,manual,1569.48,1804,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_26.png?v=1745165704,595,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC913,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mahoney Chaise Sofa,,,,,,,,,Medium,,,,,,,,,227187.8532,shopify,deny,manual,1572.09,1807,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_27.png?v=1745165711,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Sofa,,,,,,,,,Large,,,,,,,,,227567.9666,shopify,deny,manual,1574.7,1810,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_28.png?v=1745165712,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Sofa,Karinne Oversized Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,227948.08,shopify,deny,manual,1577.31,1813,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_29.png?v=1745165704,598,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC914,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Karinne Oversized Sofa,,,,,,,,,Medium,,,,,,,,,228328.1933,shopify,deny,manual,1579.92,1816,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_3.png?v=1745165691,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Sofa,,,,,,,,,Large,,,,,,,,,228708.3067,shopify,deny,manual,1582.53,1819,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_30.png?v=1745165714,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Sofa,,,,,,,,,,,,,,,,,,229088.42,shopify,deny,manual,1585.14,1822,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_31.png?v=1745165708,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Sofa,Adelaide Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,229468.5334,shopify,deny,manual,1587.75,1825,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_32.png?v=1745165713,602,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Sofa,,,,,,,,,Medium,,,,,,,,,229848.6468,shopify,deny,manual,1590.36,1828,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_33.png?v=1745165713,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Sofa,,,,,,,,,Large,,,,,,,,,230228.7601,shopify,deny,manual,1592.97,1831,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_34.png?v=1745165711,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Sofa,Flexsteel Adrian Leather Power Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,230608.8735,shopify,deny,manual,1595.58,1834,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_35.png?v=1745165704,605,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Flexsteel Adrian Leather Power Sofa,,,,,,,,,Medium,,,,,,,,,230988.9868,shopify,deny,manual,1598.19,1837,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_36.png?v=1745165713,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Sofa,,,,,,,,,Large,,,,,,,,,231369.1002,shopify,deny,manual,1600.8,1840,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_37.png?v=1745165708,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Denver Power Sofa,Denver Power Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,231749.2136,shopify,deny,manual,1603.41,1843,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_38.png?v=1745165714,608,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC917,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Denver Power Sofa,,,,,,,,,Medium,,,,,,,,,232129.3269,shopify,deny,manual,1606.02,1846,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_39.png?v=1745165711,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Sofa,Venture Manual Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,232509.4403,shopify,deny,manual,1608.63,1849,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_4.png?v=1745165691,610,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC918,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Venture Manual Sofa,,,,,,,,,Medium,,,,,,,,,232889.5536,shopify,deny,manual,1611.24,1852,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_40.png?v=1745165711,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Sofa,,,,,,,,,Large,,,,,,,,,233269.667,shopify,deny,manual,1613.85,1855,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_41.png?v=1745165714,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Sofa,Lawrence Power Reclining Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,233649.7804,shopify,deny,manual,1616.46,1858,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_42.png?v=1745165713,613,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC919,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lawrence Power Reclining Sofa,,,,,,,,,Medium,,,,,,,,,234029.8937,shopify,deny,manual,1619.07,1861,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_43.png?v=1745165714,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Sofa,,,,,,,,,Large,,,,,,,,,234410.0071,shopify,deny,manual,1621.68,1864,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_44.png?v=1745165709,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Sofa,,,,,,,,,,,,,,,,,,234790.1204,shopify,deny,manual,1624.29,1867,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_45.png?v=1745165714,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Sofa,Sarabella Queen Memory Foam Sleeper Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,235170.2338,shopify,deny,manual,1626.9,1870,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_46.png?v=1745165713,617,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Queen Memory Foam Sleeper Sofa,,,,,,,,,Medium,,,,,,,,,235550.3472,shopify,deny,manual,1629.51,1873,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_47.png?v=1745165714,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Sofa,,,,,,,,,Large,,,,,,,,,235930.4605,shopify,deny,manual,1632.12,1876,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_48.png?v=1745165714,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Sofa,Tulen Reclining Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,236310.5739,shopify,deny,manual,1634.73,1879,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_49.png?v=1745165709,620,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Reclining Sofa,,,,,,,,,Medium,,,,,,,,,236690.6872,shopify,deny,manual,1637.34,1882,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_5.png?v=1745165692,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Sofa,,,,,,,,,Large,,,,,,,,,237070.8006,shopify,deny,manual,1639.95,1885,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_50.png?v=1745165713,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Solana Power Reclining Sofa,Solana Power Reclining Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,237450.914,shopify,deny,manual,1642.56,1888,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_51.png?v=1745165709,623,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC922,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mitchiner Reclining Sofa,Mitchiner Reclining Sofa,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,237831.0273,shopify,deny,manual,1645.17,1891,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_52.png?v=1745165714,624,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
